CUI1,AUI1,STYPE1,REL,CUI2,AUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF,cui2
C0028754,NULL,CUI,RB,C1457887,NULL,CUI,NULL,R02668086,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0424671,NULL,CUI,NULL,R02869219,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0149974,NULL,CUI,NULL,R02869220,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0241373,NULL,CUI,NULL,R02869221,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0948775,NULL,CUI,NULL,R02869222,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C2937224,NULL,CUI,NULL,R02869226,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0596693,NULL,CUI,NULL,R02869227,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0013473,NULL,CUI,NULL,R03063925,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0005910,NULL,CUI,NULL,R03063926,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0012167,NULL,CUI,NULL,R03063928,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0019247,NULL,CUI,NULL,R03063930,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0033931,NULL,CUI,NULL,R03063933,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0037302,NULL,CUI,NULL,R03063934,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0023765,NULL,CUI,NULL,R03063935,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0376607,NULL,CUI,NULL,R03063937,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0240596,NULL,CUI,NULL,R03063938,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0424421,NULL,CUI,NULL,R03063939,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0424612,NULL,CUI,NULL,R03063940,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0694533,NULL,CUI,NULL,R03063941,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0920298,NULL,CUI,NULL,R03063942,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0003620,NULL,CUI,NULL,R03063944,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0003621,NULL,CUI,NULL,R03063945,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0240597,NULL,CUI,NULL,R03063946,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0299583,NULL,CUI,NULL,R03063947,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0232461,NULL,CUI,NULL,R03063951,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,A0093895,CUI,RQ,C0028754,A0439957,AUI,clinically_similar,R03689216,NULL,RAM,RAM,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0451819,NULL,CUI,NULL,R131096863,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0028756,NULL,CUI,NULL,R131096874,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RB,C0578026,NULL,CUI,NULL,R143179124,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0020505,NULL,CUI,NULL,R162930146,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0150405,NULL,CUI,NULL,R19363670,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0162429,NULL,CUI,NULL,R19371229,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0497406,NULL,CUI,NULL,R19382960,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C0154270,NULL,CUI,NULL,R28741262,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0014130,NULL,CUI,NULL,R28763528,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C4024583,NULL,CUI,NULL,R31915363,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0012155,NULL,CUI,NULL,R42059432,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C1563743,NULL,CUI,NULL,R53080764,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C0043094,NULL,CUI,NULL,R54629669,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RN,C1719565,NULL,CUI,NULL,R71417126,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C1963185,NULL,CUI,NULL,R72216768,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0028754,NULL,CUI,RO,C2364333,NULL,CUI,NULL,R96766282,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028754
C0451819,A28523752,CUI,RQ,C0028754,A0439957,AUI,clinically_similar,R03692634,NULL,RAM,RAM,NULL,NULL,N,NULL,C0451819
C0451819,NULL,CUI,RO,C1281429,NULL,CUI,NULL,R131096859,NULL,MTH,MTH,NULL,NULL,N,NULL,C0451819
C0451819,NULL,CUI,RO,C2364333,NULL,CUI,NULL,R131096862,NULL,MTH,MTH,NULL,NULL,N,NULL,C0451819
C0451819,NULL,CUI,RB,C0028754,NULL,CUI,NULL,R131096864,NULL,MTH,MTH,NULL,NULL,N,NULL,C0451819
C0028756,NULL,CUI,RO,C1876204,NULL,CUI,NULL,R131096869,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RO,C0920298,NULL,CUI,NULL,R131096871,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RB,C0028754,NULL,CUI,NULL,R131096873,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RO,C0017193,NULL,CUI,NULL,R131096875,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RO,C0005435,NULL,CUI,NULL,R131096877,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RO,C0017125,NULL,CUI,NULL,R131096879,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RO,C2937224,NULL,CUI,NULL,R131096882,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RO,C0022375,NULL,CUI,NULL,R131096892,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0028756,NULL,CUI,RO,C0017124,NULL,CUI,NULL,R145978139,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028756
C0578026,NULL,CUI,RN,C0332544,NULL,CUI,NULL,R03005169,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RO,C1305866,NULL,CUI,NULL,R143179121,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RN,C0028754,NULL,CUI,NULL,R143179123,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RO,C0162429,NULL,CUI,NULL,R143179125,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RO,C0005910,NULL,CUI,NULL,R143179129,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RB,C0679309,NULL,CUI,NULL,R143179132,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RO,C0944911,NULL,CUI,NULL,R143179134,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RO,C2986891,NULL,CUI,NULL,R143179136,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0578026,NULL,CUI,RN,C0936227,NULL,CUI,NULL,R20751758,NULL,MTH,MTH,NULL,NULL,N,NULL,C0578026
C0020505,NULL,CUI,RO,C0033931,NULL,CUI,NULL,R162930131,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RB,C1457887,NULL,CUI,NULL,R162930137,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RN,C0948823,NULL,CUI,NULL,R162930139,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0004936,NULL,CUI,NULL,R162930143,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R162930145,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0036239,NULL,CUI,NULL,R162930147,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0232461,NULL,CUI,NULL,R162930149,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0426584,NULL,CUI,NULL,R162930151,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0006370,NULL,CUI,NULL,R162930153,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0814150,NULL,CUI,NULL,R162930157,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C1257763,NULL,CUI,NULL,R162930162,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RB,C0003621,NULL,CUI,NULL,R162930166,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0029635,NULL,CUI,NULL,R162930170,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RB,C0017178,NULL,CUI,NULL,R162930176,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C1145628,NULL,CUI,NULL,R162930182,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0020505,NULL,CUI,RO,C0032897,NULL,CUI,NULL,R172307022,NULL,MTH,MTH,NULL,NULL,N,NULL,C0020505
C0150405,NULL,CUI,RB,C0028715,NULL,CUI,NULL,R13402252,NULL,MTH,MTH,NULL,NULL,N,NULL,C0150405
C0150405,NULL,CUI,RB,C0920298,NULL,CUI,NULL,R13402253,NULL,MTH,MTH,NULL,NULL,N,NULL,C0150405
C0150405,NULL,CUI,RN,C0497406,NULL,CUI,NULL,R13403111,NULL,MTH,MTH,NULL,NULL,N,NULL,C0150405
C0150405,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R13405089,NULL,MTH,MTH,NULL,NULL,N,NULL,C0150405
C0150405,NULL,CUI,RO,C0541773,NULL,CUI,NULL,R13405090,NULL,MTH,MTH,NULL,NULL,N,NULL,C0150405
C0150405,NULL,CUI,RN,C0332544,NULL,CUI,NULL,R13420013,NULL,MTH,MTH,NULL,NULL,N,NULL,C0150405
C0150405,NULL,CUI,RO,C0043094,NULL,CUI,NULL,R54629668,NULL,MTH,MTH,NULL,NULL,N,NULL,C0150405
C0162429,NULL,CUI,RN,C0029635,NULL,CUI,NULL,R13332998,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0231353,NULL,CUI,NULL,R13388704,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C2364333,NULL,CUI,NULL,R13388705,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0184549,NULL,CUI,NULL,R13388706,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C1998739,NULL,CUI,NULL,R13388707,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R13401395,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0021280,NULL,CUI,NULL,R13410146,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0814150,NULL,CUI,NULL,R13410148,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0033626,NULL,CUI,NULL,R13416527,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C1510471,NULL,CUI,NULL,R13416529,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0679365,NULL,CUI,NULL,R13416530,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0687148,NULL,CUI,NULL,R13416531,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0013473,NULL,CUI,NULL,R13418580,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0242739,NULL,CUI,NULL,R13418581,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0578026,NULL,CUI,NULL,R143179126,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0086588,NULL,CUI,NULL,R146186701,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0001973,NULL,CUI,NULL,R146186705,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0003969,NULL,CUI,NULL,R146186707,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0038187,NULL,CUI,NULL,R146186710,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0006625,NULL,CUI,NULL,R146186712,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RB,C2987487,NULL,CUI,NULL,R146186714,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C1623416,NULL,CUI,NULL,R146186716,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C3714509,NULL,CUI,NULL,R153056722,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0260064,NULL,CUI,NULL,R19350160,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RB,C0678226,NULL,CUI,NULL,R19524291,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0012715,NULL,CUI,NULL,R28748094,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0033677,NULL,CUI,NULL,R32250796,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0149928,NULL,CUI,NULL,R41981986,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0032827,NULL,CUI,NULL,R41981990,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RB,C0011155,NULL,CUI,NULL,R41981996,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RB,C0011156,NULL,CUI,NULL,R41981998,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0003125,NULL,CUI,NULL,R41982006,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0015544,NULL,CUI,NULL,R41982008,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C1384607,NULL,CUI,NULL,R41982010,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0518896,NULL,CUI,NULL,R41982012,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0003621,NULL,CUI,NULL,R41982014,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0041667,NULL,CUI,NULL,R41982028,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0154239,NULL,CUI,NULL,R41982031,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0042842,NULL,CUI,NULL,R41982033,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0042875,NULL,CUI,NULL,R41982037,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0039841,NULL,CUI,NULL,R41982039,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0024473,NULL,CUI,NULL,R41982047,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RN,C0154241,NULL,CUI,NULL,R41982049,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0687701,NULL,CUI,NULL,R41982057,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0687725,NULL,CUI,NULL,R41982059,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0392209,NULL,CUI,NULL,R41982063,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0162429,NULL,CUI,RO,C0012155,NULL,CUI,NULL,R42059438,NULL,MTH,MTH,NULL,NULL,N,NULL,C0162429
C0497406,NULL,CUI,RB,C0332544,NULL,CUI,NULL,R02699989,NULL,MTH,MTH,NULL,NULL,N,NULL,C0497406
C0497406,NULL,CUI,RO,C0000765,NULL,CUI,NULL,R121659210,NULL,MTH,MTH,NULL,NULL,N,NULL,C0497406
C0497406,NULL,CUI,RB,C0150405,NULL,CUI,NULL,R13401869,NULL,MTH,MTH,NULL,NULL,N,NULL,C0497406
C0497406,NULL,CUI,RN,C3825277,NULL,CUI,NULL,R149633310,NULL,MTH,MTH,NULL,NULL,N,NULL,C0497406
C0497406,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R19382961,NULL,MTH,MTH,NULL,NULL,N,NULL,C0497406
C0497406,NULL,CUI,RO,C0005910,NULL,CUI,NULL,R33188794,NULL,MTH,MTH,NULL,NULL,N,NULL,C0497406
C0497406,NULL,CUI,RB,C0043094,NULL,CUI,NULL,R54629673,NULL,MTH,MTH,NULL,NULL,N,NULL,C0497406
C0154270,NULL,CUI,RB,C0023801,NULL,CUI,NULL,R28741259,NULL,MTH,MTH,NULL,NULL,N,NULL,C0154270
C0154270,NULL,CUI,RB,C0028754,NULL,CUI,NULL,R28741261,NULL,MTH,MTH,NULL,NULL,N,NULL,C0154270
C0154270,NULL,CUI,RN,C0267538,NULL,CUI,NULL,R28741270,NULL,MTH,MTH,NULL,NULL,N,NULL,C0154270
C0154270,NULL,CUI,RO,C0935625,NULL,CUI,NULL,R99682302,NULL,MTH,MTH,NULL,NULL,N,NULL,C0154270
C4024583,NULL,CUI,RB,C0028715,NULL,CUI,NULL,R31915360,NULL,MTH,MTH,NULL,NULL,N,NULL,C4024583
C4024583,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R31915362,NULL,MTH,MTH,NULL,NULL,N,NULL,C4024583
C0012155,NULL,CUI,RO,C0335326,NULL,CUI,NULL,R119547535,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C2945766,NULL,CUI,NULL,R121660098,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C2983588,NULL,CUI,NULL,R133709090,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C1442959,NULL,CUI,NULL,R136186376,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C1519433,NULL,CUI,NULL,R137690896,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C3668949,NULL,CUI,NULL,R145470590,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0016767,NULL,CUI,NULL,R42059413,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RB,C0392209,NULL,CUI,NULL,R42059415,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C0011878,NULL,CUI,NULL,R42059417,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C0012166,NULL,CUI,NULL,R42059419,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0013470,NULL,CUI,NULL,R42059421,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0016452,NULL,CUI,NULL,R42059423,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0016453,NULL,CUI,NULL,R42059425,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C1384607,NULL,CUI,NULL,R42059427,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0016483,NULL,CUI,NULL,R42059429,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R42059431,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0018687,NULL,CUI,NULL,R42059433,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0016470,NULL,CUI,NULL,R42059435,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0162429,NULL,CUI,NULL,R42059437,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C1321107,NULL,CUI,NULL,R42059444,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C2937349,NULL,CUI,NULL,R42059446,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0184625,NULL,CUI,NULL,R42059450,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0041667,NULL,CUI,NULL,R42059454,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C0597180,NULL,CUI,NULL,R42059456,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0920298,NULL,CUI,NULL,R42059458,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C0596442,NULL,CUI,NULL,R42059462,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C0242295,NULL,CUI,NULL,R42059464,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0518896,NULL,CUI,NULL,R42059466,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0242739,NULL,CUI,NULL,R42059470,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0042440,NULL,CUI,NULL,R42059476,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C0311164,NULL,CUI,NULL,R42059478,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RN,C0743195,NULL,CUI,NULL,R42059480,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0086153,NULL,CUI,NULL,R54599972,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0204932,NULL,CUI,NULL,R84722048,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C0012155,NULL,CUI,RO,C0012159,NULL,CUI,NULL,R91957568,NULL,MTH,MTH,NULL,NULL,N,NULL,C0012155
C1563743,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R53080763,NULL,MTH,MTH,NULL,NULL,N,NULL,C1563743
C1563743,NULL,CUI,RO,C2364333,NULL,CUI,NULL,R78262125,NULL,MTH,MTH,NULL,NULL,N,NULL,C1563743
C0043094,NULL,CUI,RO,C2243085,NULL,CUI,NULL,R104706533,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RO,C0231246,NULL,CUI,NULL,R123292387,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RO,C2986889,NULL,CUI,NULL,R133777953,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RO,C3814804,NULL,CUI,NULL,R152765012,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RO,C3502817,NULL,CUI,NULL,R155718443,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RB,C0028715,NULL,CUI,NULL,R54629665,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RO,C0150405,NULL,CUI,NULL,R54629667,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R54629670,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RN,C0332544,NULL,CUI,NULL,R54629672,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RN,C0497406,NULL,CUI,NULL,R54629674,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C0043094,NULL,CUI,RO,C0541773,NULL,CUI,NULL,R54629676,NULL,MTH,MTH,NULL,NULL,N,NULL,C0043094
C1719565,NULL,CUI,RB,C0028754,NULL,CUI,NULL,R71417127,NULL,MTH,MTH,NULL,NULL,N,NULL,C1719565
C1963185,NULL,CUI,RO,C0028754,NULL,CUI,NULL,R72216769,NULL,MTH,MTH,NULL,NULL,N,NULL,C1963185
C2364333,NULL,CUI,RO,C2937224,NULL,CUI,NULL,R03223022,NULL,MTH,MTH,NULL,NULL,N,NULL,C2364333
C2364333,NULL,CUI,RO,C0451819,NULL,CUI,NULL,R131096861,NULL,MTH,MTH,NULL,NULL,N,NULL,C2364333
C2364333,NULL,CUI,RO,C0162429,NULL,CUI,NULL,R13386986,NULL,MTH,MTH,NULL,NULL,N,NULL,C2364333
C2364333,NULL,CUI,RO,C1281429,NULL,CUI,NULL,R44107845,NULL,MTH,MTH,NULL,NULL,N,NULL,C2364333
