CUI1,AUI1,STYPE1,REL,CUI2,AUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF
C0027051,NULL,CUI,RN,C0155628,NULL,CUI,NULL,R28750112,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155629,NULL,CUI,NULL,R28750114,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155630,NULL,CUI,NULL,R28750116,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155632,NULL,CUI,NULL,R28750118,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155633,NULL,CUI,NULL,R28750120,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155634,NULL,CUI,NULL,R28750122,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155636,NULL,CUI,NULL,R28750124,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155637,NULL,CUI,NULL,R28750126,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155638,NULL,CUI,NULL,R28750128,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155640,NULL,CUI,NULL,R28750130,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155641,NULL,CUI,NULL,R28750132,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155642,NULL,CUI,NULL,R28750134,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155644,NULL,CUI,NULL,R28750136,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155645,NULL,CUI,NULL,R28750138,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155646,NULL,CUI,NULL,R28750140,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155648,NULL,CUI,NULL,R28750142,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155649,NULL,CUI,NULL,R28750144,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155650,NULL,CUI,NULL,R28750146,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155652,NULL,CUI,NULL,R28750148,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155653,NULL,CUI,NULL,R28750150,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155654,NULL,CUI,NULL,R28750152,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155657,NULL,CUI,NULL,R28750154,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155658,NULL,CUI,NULL,R28750156,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155660,NULL,CUI,NULL,R28750158,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155661,NULL,CUI,NULL,R28750160,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155662,NULL,CUI,NULL,R28750162,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155664,NULL,CUI,NULL,R28750164,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155665,NULL,CUI,NULL,R28750166,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RO,C0036980,NULL,CUI,NULL,R28750168,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155627,NULL,CUI,NULL,R28750170,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0281915,NULL,CUI,NULL,R28750174,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0264706,NULL,CUI,NULL,R44193028,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0155668,NULL,CUI,NULL,R91970390,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RO,C0018813,NULL,CUI,NULL,R91970474,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RN,C0542269,NULL,CUI,NULL,R91970494,NULL,MTH,MTH,NULL,NULL,N,NULL
C0027051,NULL,CUI,RO,C0152107,NULL,CUI,NULL,R91970523,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RB,C0028715,NULL,CUI,NULL,R02668085,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RB,C1457887,NULL,CUI,NULL,R02668086,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0424671,NULL,CUI,NULL,R02869219,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0149974,NULL,CUI,NULL,R02869220,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0241373,NULL,CUI,NULL,R02869221,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0948775,NULL,CUI,NULL,R02869222,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C2937224,NULL,CUI,NULL,R02869226,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0596693,NULL,CUI,NULL,R02869227,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0013473,NULL,CUI,NULL,R03063925,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0005910,NULL,CUI,NULL,R03063926,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0012167,NULL,CUI,NULL,R03063928,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0019247,NULL,CUI,NULL,R03063930,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0033931,NULL,CUI,NULL,R03063933,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0037302,NULL,CUI,NULL,R03063934,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0023765,NULL,CUI,NULL,R03063935,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0376607,NULL,CUI,NULL,R03063937,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0240596,NULL,CUI,NULL,R03063938,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0424421,NULL,CUI,NULL,R03063939,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0424612,NULL,CUI,NULL,R03063940,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0694533,NULL,CUI,NULL,R03063941,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0920298,NULL,CUI,NULL,R03063942,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0003620,NULL,CUI,NULL,R03063944,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0003621,NULL,CUI,NULL,R03063945,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0240597,NULL,CUI,NULL,R03063946,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0299583,NULL,CUI,NULL,R03063947,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0232461,NULL,CUI,NULL,R03063951,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,A0093895,CUI,RQ,C0028754,A0439957,AUI,clinically_similar,R03689216,NULL,RAM,RAM,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0451819,NULL,CUI,NULL,R131096863,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0028756,NULL,CUI,NULL,R131096874,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RB,C0578026,NULL,CUI,NULL,R143179124,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0020505,NULL,CUI,NULL,R162930146,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0150405,NULL,CUI,NULL,R19363670,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0162429,NULL,CUI,NULL,R19371229,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0497406,NULL,CUI,NULL,R19382960,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C0154270,NULL,CUI,NULL,R28741262,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0014130,NULL,CUI,NULL,R28763528,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C4024583,NULL,CUI,NULL,R31915363,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0012155,NULL,CUI,NULL,R42059432,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C1563743,NULL,CUI,NULL,R53080764,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C0043094,NULL,CUI,NULL,R54629669,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RN,C1719565,NULL,CUI,NULL,R71417126,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C1963185,NULL,CUI,NULL,R72216768,NULL,MTH,MTH,NULL,NULL,N,NULL
C0028754,NULL,CUI,RO,C2364333,NULL,CUI,NULL,R96766282,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,A0001941,CUI,RQ,C0518974,A0886355,AUI,clinically_similar,R03689404,NULL,RAM,RAM,NULL,NULL,N,NULL
C0038454,NULL,CUI,RN,C0751956,NULL,CUI,NULL,R117775303,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RN,C0679443,NULL,CUI,NULL,R33666139,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RN,C0149878,NULL,CUI,NULL,R33666141,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0009421,NULL,CUI,NULL,R33666143,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0018946,NULL,CUI,NULL,R33666145,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0036572,NULL,CUI,NULL,R33666147,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C2937358,NULL,CUI,NULL,R33666152,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RN,C0241799,NULL,CUI,NULL,R33666160,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RB,C0027765,NULL,CUI,NULL,R33666162,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0151699,NULL,CUI,NULL,R33666166,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RB,C0006111,NULL,CUI,NULL,R33666170,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RB,C0007820,NULL,CUI,NULL,R33666172,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RB,C0728936,NULL,CUI,NULL,R33666174,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0242083,NULL,CUI,NULL,R33666178,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0877854,NULL,CUI,NULL,R33666180,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0007786,NULL,CUI,NULL,R33666182,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RN,C0242084,NULL,CUI,NULL,R33666186,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0553692,NULL,CUI,NULL,R33666188,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RN,C0281994,NULL,CUI,NULL,R33666190,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0019080,NULL,CUI,NULL,R38372230,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RN,C1540600,NULL,CUI,NULL,R44017188,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0007785,NULL,CUI,NULL,R44716051,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0948008,NULL,CUI,NULL,R48542621,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C0001365,NULL,CUI,NULL,R71665321,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RO,C1263853,NULL,CUI,NULL,R91960690,NULL,MTH,MTH,NULL,NULL,N,NULL
C0038454,NULL,CUI,RB,C0042373,NULL,CUI,NULL,R91969240,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0085388,NULL,CUI,NULL,R111735269,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C2910575,NULL,CUI,NULL,R121653649,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C1609538,NULL,CUI,NULL,R154234764,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0151332,NULL,CUI,NULL,R169762540,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0041309,NULL,CUI,NULL,R20792280,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0275962,NULL,CUI,NULL,R20792286,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0150885,NULL,CUI,NULL,R20792290,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0153329,NULL,CUI,NULL,R20792294,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RB,C0035243,NULL,CUI,NULL,R20792296,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RB,C0009450,NULL,CUI,NULL,R20792302,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RB,C0001255,NULL,CUI,NULL,R20792304,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152737,NULL,CUI,NULL,R20792306,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152744,NULL,CUI,NULL,R20792308,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152765,NULL,CUI,NULL,R20792310,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0275956,NULL,CUI,NULL,R20792312,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0347900,NULL,CUI,NULL,R20792314,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152752,NULL,CUI,NULL,R20792316,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152753,NULL,CUI,NULL,R20792318,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152757,NULL,CUI,NULL,R20792320,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152766,NULL,CUI,NULL,R20792322,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152767,NULL,CUI,NULL,R20792324,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152768,NULL,CUI,NULL,R20792326,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152769,NULL,CUI,NULL,R20792328,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152770,NULL,CUI,NULL,R20792330,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152771,NULL,CUI,NULL,R20792332,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152773,NULL,CUI,NULL,R20792334,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152774,NULL,CUI,NULL,R20792336,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152778,NULL,CUI,NULL,R20792338,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152780,NULL,CUI,NULL,R20792340,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152781,NULL,CUI,NULL,R20792342,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152785,NULL,CUI,NULL,R20792344,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152772,NULL,CUI,NULL,R20792346,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0392905,NULL,CUI,NULL,R20792350,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0005953,NULL,CUI,NULL,R20792352,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0343139,NULL,CUI,NULL,R20792356,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0153333,NULL,CUI,NULL,R20792358,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0151875,NULL,CUI,NULL,R20792362,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0151876,NULL,CUI,NULL,R20792364,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0151960,NULL,CUI,NULL,R20792366,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0151961,NULL,CUI,NULL,R20792368,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152545,NULL,CUI,NULL,R20792374,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C3203357,NULL,CUI,NULL,R20792378,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0022415,NULL,CUI,NULL,R20792380,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C1533626,NULL,CUI,NULL,R20792382,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152546,NULL,CUI,NULL,R20792398,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152547,NULL,CUI,NULL,R20792400,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0156794,NULL,CUI,NULL,R20792420,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0374946,NULL,CUI,NULL,R20792422,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152527,NULL,CUI,NULL,R20792426,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152538,NULL,CUI,NULL,R20792428,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152539,NULL,CUI,NULL,R20792430,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152541,NULL,CUI,NULL,R20792432,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152548,NULL,CUI,NULL,R20792434,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152911,NULL,CUI,NULL,R20792436,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0156795,NULL,CUI,NULL,R20792438,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0156796,NULL,CUI,NULL,R20792440,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0156797,NULL,CUI,NULL,R20792442,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0156798,NULL,CUI,NULL,R20792444,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152524,NULL,CUI,NULL,R20792446,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0333398,NULL,CUI,NULL,R20792448,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152915,NULL,CUI,NULL,R20792452,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C1112517,NULL,CUI,NULL,R20792454,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0750789,A0954242,AUI,clinically_similar,R22662725,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0519027,A0963586,AUI,clinically_similar,R22662726,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0041328,A1061452,AUI,clinically_similar,R22662727,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0519095,A1100122,AUI,clinically_similar,R22662728,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0041316,A1100126,AUI,clinically_similar,R22662729,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0041318,A1100127,AUI,clinically_similar,R22662730,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0031049,A1100128,AUI,clinically_similar,R22662731,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0041325,A1100129,AUI,clinically_similar,R22662732,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0041326,A1100130,AUI,clinically_similar,R22662733,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,A0129252,CUI,RQ,C0041330,A1100131,AUI,clinically_similar,R22662734,NULL,RAM,RAM,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0041324,NULL,CUI,NULL,R22892094,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RB,C0026918,NULL,CUI,NULL,R25614727,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0024131,NULL,CUI,NULL,R25618367,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152889,NULL,CUI,NULL,R25618369,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0679362,NULL,CUI,NULL,R25618370,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0153331,NULL,CUI,NULL,R25618371,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0153334,NULL,CUI,NULL,R25618372,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0519027,NULL,CUI,NULL,R25618374,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152724,NULL,CUI,NULL,R25618376,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C2607948,NULL,CUI,NULL,R25618377,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152874,NULL,CUI,NULL,R25618378,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152881,NULL,CUI,NULL,R25618379,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152902,NULL,CUI,NULL,R25618380,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152703,NULL,CUI,NULL,R25618381,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0041332,NULL,CUI,NULL,R25618382,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0041300,NULL,CUI,NULL,R25618383,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152620,NULL,CUI,NULL,R25618384,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152634,NULL,CUI,NULL,R25618385,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152647,NULL,CUI,NULL,R25618386,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152696,NULL,CUI,NULL,R25618387,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152648,NULL,CUI,NULL,R25618389,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152649,NULL,CUI,NULL,R25618390,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152653,NULL,CUI,NULL,R25618391,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152909,NULL,CUI,NULL,R25618392,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152910,NULL,CUI,NULL,R25618393,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0152914,NULL,CUI,NULL,R25618394,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0343413,NULL,CUI,NULL,R25618395,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0275904,NULL,CUI,NULL,R25618397,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0276532,NULL,CUI,NULL,R25618398,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0026857,NULL,CUI,NULL,R25622931,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0026913,NULL,CUI,NULL,R25622932,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0026917,NULL,CUI,NULL,R25622933,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0026926,NULL,CUI,NULL,R25622934,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0037253,NULL,CUI,NULL,R25622935,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0037274,NULL,CUI,NULL,R25622936,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0041290,NULL,CUI,NULL,R25622937,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0678200,NULL,CUI,NULL,R25622938,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0696216,NULL,CUI,NULL,R25622939,NULL,MTH,MTH,NULL,NULL,N,NULL
