CUI1,CUI2
C0235753,C0340797
C0235768,C0040053
C0235768,C0042373
C0235768,C0728936
C0235768,C0006123
C0235768,C0007688
C0235768,C0154839
C0235768,C0154840
C0235768,C0035301
C0235768,C0035302
C0235768,C0035326
C0235781,C0040046
C0235781,C0042373
C0235781,C0236101
C0235781,C0728936
C0235848,C0037272
C0235848,C0042373
C0235848,C0728936
C0235848,C1145628
C0235848,C0037274
C0235848,C0038990
C0235862,C0017086
C0235862,C0042373
C0235862,C0236101
C0235862,C0728936
C0235912,C0019080
C0235912,C0042373
C0235912,C0267792
C0235912,C0728936
C0235912,C1962978
C0236142,C0040046
C0236142,C0042373
C0236142,C0728936
C0236142,C1510431
C0238051,C0042373
C0238051,C0042384
C0238051,C0728936
C0238126,C0017178
C0238126,C0042373
C0238126,C0728936
C0240059,C0019080
C0240059,C0042373
C0240059,C0553692
C0240059,C0728936
C0240059,C2937358
C0241068,C0013491
C0241068,C0042373
C0241068,C0728936
C0241068,C0009938
C0241068,C0034150
C0241068,C0423798
C0241068,C0438624
C0262378,C0042373
C0262378,C0728936
C0262988,C0042373
C0262988,C0042384
C0262988,C0728936
C0262988,C0009326
C0262988,C0021368
C0262988,C0029822
C0262988,C0151436
C0262988,C0553983
C0264979,C0042373
C0264979,C0155754
C0264979,C0549124
C0264979,C0728936
C0264979,C0155755
C0265057,C0031542
C0265057,C0040046
C0265057,C0042373
C0265057,C0340712
C0265057,C0728936
C0265057,C1510431
C0265057,C0265058
C0265057,C0265059
C0265057,C0865718
C0265057,C0865719
C0265074,C0009348
C0265074,C0042373
C0265074,C0728936
C0265074,C0002959
C0265074,C0013491
C0265074,C0039446
C0265074,C0042345
C0265074,C0232115
C0265074,C0333494
C0265101,C0042373
C0265101,C0155727
C0265101,C0600126
C0265101,C0728936
C0265101,C0149853
C0265101,C0007272
C0265101,C0007274
C0265101,C0007282
C0265101,C0151616
C0267092,C0014867
C0267092,C0042373
C0267092,C0728936
C0267092,C0155793
C0267092,C0155789
C0267410,C0042373
C0267410,C0728936
C0267410,C1313902
C0267410,C0151815
C0267410,C0267412
C0267412,C0340704
C0267412,C0040053
C0267412,C0042373
C0267412,C0728936
C0267412,C4082928
C0267412,C0340704
C0267412,C0001363
C0267412,C0151815
C0267412,C0151817
C0267412,C0235488
C0267412,C0235507
C0267412,C0267410
C0268796,C0022658
C0268796,C0042075
C0268796,C0042373
C0268796,C0728936
C0268796,C0017668
C0268796,C0178664
C0268796,C0003850
C0268796,C0022646
C0268796,C0022660
C0268796,C0022663
C0268796,C0027719
C0268796,C0036429
C0268796,C0151650
C0268796,C0156247
C0268796,C0238306
C0268796,C0341698
C0268796,C0494574
C0268796,C0848548
C0268796,C1565662
C0270082,C0042373
C0270082,C0236101
C0270082,C0728936
C0270082,C2937358
C0270082,C1280627
C0270082,C0553692
C0270082,C0836917
C0270183,C0019080
C0270183,C0042373
C0270183,C0158951
C0270183,C0236101
C0270183,C0270075
C0270183,C0728936
C0270183,C0158956
C0270183,C0158957
C0270183,C0158959
C0270183,C0270191
C0270183,C0473789
C0270183,C0854172
C0270183,C1390180
C0270183,C0015929
C0270183,C0473800
C0271412,C0019080
C0271412,C0042373
C0271412,C0728936
C0271412,C0013443
C0302426,C0042373
C0302426,C0302430
C0302426,C0728936
C0302426,C0877765
C0302467,C0003490
C0302467,C0012634
C0302467,C0042373
C0302467,C0478013
C0302467,C0728936
C0302467,C0003486
C0302467,C0003492
C0302467,C0158629
C0302467,C0221214
C0302467,C0238668
C0302467,C0265883
C0302467,C0265886
C0302467,C0282008
C0302467,C0340375
C0302467,C0340643
C0302467,C0345010
C0302467,C0345088
C0302467,C0478000
C0302467,C1388177
C0302467,C0000768
C0302467,C0003493
C0302467,C0152419
C0302467,C0265887
C0302467,C0596118
C0302467,C1260873
C0333106,C0019080
C0333106,C0042345
C0333106,C0042373
C0333106,C0728936
C0333106,C0155789
C0333106,C0267209
C0340589,C0013924
C0340589,C0042373
C0340589,C0340579
C0340589,C0728936
C0340589,C0235520
C0340589,C0865711
C0340589,C0865712
C0340589,C0865713
C0340589,C0023216
C0340589,C0151618
C0340708,C0040046
C0340708,C0042373
C0340708,C0042487
C0340708,C0149871
C0340708,C0151950
C0340708,C0728936
C0340708,C0741872
C0340708,C2926618
C0340797,C0015929
C0340797,C0042373
C0340797,C0158570
C0340797,C0728936
C0340797,C2937220
C0340797,C0002940
C0340797,C0018916
C0340797,C0206733
C0340797,C0235753
C0340797,C0265973
C0340797,C0677608
C0340909,C0040053
C0340909,C0042373
C0340909,C0728936
C0340909,C0340839
C0348651,C0042373
C0348651,C0155765
C0348651,C0728936
C0348651,C0039445
C0348651,C0265027
C0348651,C0343113
C0348651,C0039446
C0474983,C0018944
C0474983,C0042373
C0474983,C0728936
C0494620,C0013924
C0494620,C0042373
C0494620,C0340579
C0494620,C0728936
C0494620,C0155755
C0494620,C0446516
C0520532,C0018944
C0520532,C0042373
C0520532,C0728936
C0521537,C0040046
C0521537,C0040053
C0521537,C0042373
C0521537,C0728936
C0521537,C2729495
C0521540,C0007820
C0521540,C0027765
C0521540,C0042373
C0521540,C0151699
C0521540,C0728936
C0521540,C0553692
C0542117,C0042373
C0542117,C0728936
C0542117,C0542118
C0542235,C0042373
C0542235,C0728936
C0549124,C0013922
C0549124,C0042373
C0549124,C0340579
C0549124,C0728936
C0549124,C0264979
C0549124,C0013924
C0549124,C0038449
C0549289,C0042373
C0549289,C0151950
C0549289,C0728936
C0549289,C0265072
C0549444,C0042373
C0549444,C0728936
C0549444,C0235522
C0549456,C0015929
C0549456,C0042373
C0549456,C0728936
C0549456,C0549457
C0549457,C0015929
C0549457,C0042373
C0549457,C0549456
C0549457,C0728936
C0553690,C0007786
C0553690,C0007820
C0553690,C0022118
C0553690,C0042373
C0553690,C0728936
C0553690,C0004812
C0553690,C0007787
C0553690,C0038531
C0553690,C0042560
C0553690,C0085616
C0553690,C0149793
C0553690,C0149995
C0553690,C0149996
C0553690,C0149997
C0553690,C0155728
C0553690,C0265108
C0553690,C0265110
C0553725,C0042373
C0553725,C0595862
C0553725,C0728936
C0553725,C1145628
C0553725,C0016382
C0553725,C0012359
C0553725,C0014563
C0553725,C0020452
C0553725,C0039771
C0553725,C0041834
C0553725,C0042401
C0553725,C0042402
C0553725,C0042404
C0553725,C0085096
C0553725,C0235217
C0553725,C0235218
C0553725,C0392197
C0553725,C0542302
C0553725,C0549386
C0553725,C0600142
C0553725,C0700140
C0595862,C0042373
C0595862,C0679404
C0595862,C0728936
C0595862,C1145628
C0595862,C0002940
C0595862,C0016382
C0595862,C0039446
C0595862,C0042345
C0595862,C0553725
C0595862,C0012359
C0595862,C0014563
C0595862,C0020452
C0595862,C0039771
C0595862,C0041834
C0595862,C0042401
C0595862,C0042402
C0595862,C0042404
C0595862,C0085096
C0595862,C0235218
C0595862,C0392197
C0595862,C0542302
C0595862,C0549386
C0595862,C0600142
C0595862,C0700140
C0595862,C3537065
C0597181,C0042373
C0597181,C0728936
C0597181,C0002940
C0600502,C0005779
C0600502,C0042373
C0600502,C0728936
C0600502,C1368065
C0600502,C0034150
C0600502,C0851563
C0677608,C0015929
C0677608,C0018916
C0677608,C0021290
C0677608,C0042373
C0677608,C0086692
C0677608,C0497243
C0677608,C0728936
C0677608,C0851225
C0677608,C0018918
C0677608,C0085666
C0677608,C0154049
C0677608,C0154050
C0677608,C0154051
C0677608,C0154052
C0677608,C0205789
C0677608,C0003857
C0677608,C0017653
C0677608,C0018915
C0677608,C0032043
C0677608,C0205788
C0677608,C0206733
C0677608,C0221025
C0677608,C0239707
C0677608,C0334536
C0677608,C0340797
C0677608,C0347491
C0679395,C0022116
C0679395,C0242184
C0679395,C0700292
C0679395,C0728936
C0679395,C0010054
C0679395,C0010068
C0679395,C0151744
C0679395,C1956346
C0679395,C0003850
C0679395,C0007820
C0679395,C0040038
C0679395,C0040053
C0679395,C0682591
C0679395,C0683384
C0679395,C1096458
C0679396,C0679326
C0679396,C0728936
C0679396,C0018816
C0679396,C0679327
C0679397,C0728936
C0679397,C0002940
C0679397,C0878544
C0679397,C0027051
C0679401,C0042373
C0679401,C0728936
C0679401,C0019080
C0679401,C0018944
C0679401,C0043251
C0679404,C0042373
C0679404,C0728936
C0679404,C0595862
C0679404,C0700080
C0700140,C0042373
C0700140,C0728936
C0700140,C0005874
C0700140,C0178824
C0700140,C0005775
C0700140,C0012359
C0700140,C0020452
C0700140,C0027424
C0700140,C0029625
C0700140,C0034915
C0700140,C0038999
C0700140,C0041834
C0700140,C0042401
C0700140,C0085688
C0700140,C0152029
C0700140,C0242073
C0700140,C0268095
C0700140,C0553725
C0700140,C0595862
C0700140,C1145628
C0729948,C0040053
C0729948,C0042373
C0729948,C0151942
C0729948,C0340579
C0729948,C0728936
C0729948,C0235515
C0729948,C0235516
C0729949,C0040053
C0729949,C0042373
C0729949,C0151942
C0729949,C0340579
C0729949,C0728936
C0729949,C0235519
C0729949,C0235520
C0729949,C0235518
C0733513,C0042373
C0733513,C0042384
C0733513,C0728936
C0733513,C0008728
C0733513,C0014741
C0733513,C0014743
C0733513,C0028258
C0733513,C0151436
C0795687,C0040053
C0795687,C0042373
C0795687,C0079102
C0795687,C0728936
C0795687,C0740376
C0795687,C0028790
C0795687,C0151945
C0795687,C0155731
C0795687,C0242129
C0795687,C0518974
C0795687,C0596298
C0856761,C0040038
C0856761,C0040053
C0856761,C0151950
C0856761,C0728936
C0856761,C0040046
C0856761,C0542256
C0856761,C1142158
C0856897,C0027651
C0856897,C0042373
C0856897,C0265973
C0856897,C0677041
C0856897,C0728936
C0856897,C0085653
C0856897,C0158570
C1096458,C0042373
C1096458,C0728936
C1096458,C0003850
C1096458,C0013922
C1096458,C0085616
C1096458,C0178570
C1096458,C0264995
C1096458,C0596298
C1096458,C0679403
C1096458,C0948441
C1096458,C0021308
C1096458,C0040038
C1096458,C0040053
C1096458,C0679395
C1510431,C0031542
C1510431,C0040046
C1510431,C0042373
C1510431,C0728936
C1510431,C0750876
C1510431,C0157508
C1510431,C0157509
C1510431,C0235501
C1510431,C0236142
C1510431,C0265057
C1510431,C0269951
C1510431,C0342054
C1510431,C0235511
C1510431,C0235522
C1510431,C0375311
C2004435,C0017178
C2004435,C0029512
C2004435,C0042373
C2004435,C0232352
C2004435,C0728936
C2004435,C0001363
C2004435,C0025472
C2004435,C0151659
C2004435,C0151815
C2004435,C0162529
C2004435,C0267394
C2004435,C0267396
C2004435,C0267397
C2004435,C0866009
C2004435,C1412000
C2004435,C0003850
C2004435,C0156149
C2004435,C0311262
C2937358,C0007820
C2937358,C0019080
C2937358,C0042373
C2937358,C0728936
C2937358,C0155719
C2937358,C0270082
C2937358,C0270191
C2937358,C0865701
C2937358,C0865702
C2937358,C0865703
C2937358,C0865704
C2937358,C0006104
C2937358,C0007784
C2937358,C0007785
C2937358,C0021870
C2937358,C0038454
C2937358,C0038525
C2937358,C0149854
C2937358,C0160273
C2937358,C0238309
C2937358,C0240059
C2937358,C0265076
C2937358,C0542007
C2937358,C0553692
C2937358,C0596793
C2937358,C1318552
C0005775,C0007227
C0005775,C0678859
C0005775,C1516559
C0005775,C0007818
C0005775,C0010067
C0005775,C0023889
C0005775,C0025962
C0005775,C0034057
C0005775,C0035070
C0005775,C0596550
C0005775,C0596595
C0005775,C0597377
C0005775,C0597454
C0005775,C0597465
C0005775,C0597768
C0005775,C0678860
C0005775,C0678861
C0005775,C0678862
C0005775,C1161311
C0005775,C0005776
C0005775,C0005798
C0005775,C0005850
C0005775,C0005854
C0005775,C0007226
C0005775,C0020452
C0005775,C0022116
C0005775,C0032221
C0005775,C0035284
C0005775,C0041834
C0005775,C0232108
C0005775,C0232338
C0005775,C0373440
C0005775,C0440738
C0005775,C0599705
C0005775,C0678676
C0005775,C0700140
C0005775,C0728936
C0005775,C0919393
C0005775,C1328773
C0005847,C0007226
C0005847,C0489903
C0005847,C0003842
C0005847,C0003847
C0005847,C0006901
C0005847,C0042367
C0005847,C0042449
C0005847,C0150936
C0005847,C0241657
C0005847,C1283786
C0005847,C4082979
C0005847,C0002940
C0005847,C0042373
C0005847,C0042381
C0005847,C0042404
C0005847,C0042591
C0005847,C0392759
C0005847,C0684090
C0005847,C0728936
C0005847,C1558950
C0005847,C1801960
C0012359,C0700124
C0012359,C0001727
C0012359,C0002940
C0012359,C0002959
C0012359,C0006267
C0012359,C0016204
C0012359,C0016205
C0012359,C0016382
C0012359,C0020452
C0012359,C0025162
C0012359,C0038353
C0012359,C0041834
C0012359,C0042373
C0012359,C0042401
C0012359,C0149973
C0012359,C0152442
C0012359,C0152586
C0012359,C0155135
C0012359,C0155671
C0012359,C0176825
C0012359,C0178102
C0012359,C0235218
C0012359,C0264372
C0012359,C0264393
C0012359,C0264732
C0012359,C0265004
C0012359,C0267211
C0012359,C0278312
C0012359,C0344911
C0012359,C0521620
C0012359,C0549386
C0012359,C0553725
C0012359,C0595862
C0012359,C0595978
C0012359,C0600142
C0012359,C0679321
C0012359,C0700140
C0012359,C0728936
C0012359,C0940885
C0012359,C1145628
C0012359,C1384597
C0012359,C2004488
C0012359,C3714614
C0013491,C0586407
C0013491,C0159039
C0013491,C0160788
C0013491,C0160918
C0013491,C0160923
C0013491,C0160924
C0013491,C0160926
C0013491,C0160927
C0013491,C0160928
C0013491,C0160929
C0013491,C0160931
C0013491,C0160932
C0013491,C0160933
C0013491,C0160934
C0013491,C0160935
C0013491,C0160936
C0013491,C0160937
C0013491,C0160938
C0013491,C0160941
C0013491,C0160943
C0013491,C0160945
C0013491,C0160947
C0013491,C0160948
C0013491,C0160949
C0013491,C0160951
C0013491,C0160952
C0013491,C0160953
C0013491,C0160955
C0013491,C0160956
C0013491,C0160957
C0013491,C0160958
C0013491,C0160960
C0013491,C0241068
C0013491,C0274236
C0013491,C0274237
C0013491,C0432747
C0013491,C0432762
C0013491,C0432763
C0013491,C0432769
C0013491,C0432773
C0013491,C0009938
C0013491,C0031256
C0013491,C0034150
C0013491,C0042373
C0013491,C0160950
C0013491,C0265074
C0013491,C0333283
C0013491,C0432750
C0013491,C0521508
C0013491,C0728936
C0013491,C2136686
C0013491,C3812660
C0016382,C0222084
C0016382,C0553725
C0016382,C0586407
C0016382,C0595862
C0016382,C0239490
C0016382,C0679414
C0016382,C0005874
C0016382,C0012359
C0016382,C0042373
C0016382,C0232370
C0016382,C0235217
C0016382,C0235218
C0016382,C0332575
C0016382,C0728936
C0016382,C0858967
C0016382,C0858968
C0016382,C1260956
C0018944,C0302148
C0018944,C0007722
C0018944,C0018946
C0018944,C0021870
C0018944,C0238154
C0018944,C0238156
C0018944,C0240159
C0018944,C0240412
C0018944,C0268936
C0018944,C0273059
C0018944,C0281860
C0018944,C0474983
C0018944,C0520532
C0018944,C0520723
C0018944,C0542007
C0018944,C0877172
C0018944,C0019064
C0018944,C0019080
C0018944,C0032788
C0018944,C0042373
C0018944,C0340161
C0018944,C0679401
C0018944,C0728936
C0018944,C1457887
C0018944,C1962958
C0018944,C3263723
C0019087,C0018939
C0019087,C0005818
C0019087,C0019088
C0019087,C0029496
C0019087,C0029678
C0019087,C0029804
C0019087,C0034150
C0019087,C0034152
C0019087,C0858540
C0019087,C0005779
C0019087,C0012655
C0019087,C0019080
C0019087,C0040034
C0019087,C0042373
C0019087,C0154300
C0019087,C0235604
C0019087,C0392386
C0019087,C0679314
C0019087,C0728936
C0019087,C1399404
C0019087,C1458140
C0019087,C4025731
C0034074,C0034074
C0034074,C0021308
C0034074,C0597323
C0034074,C0375267
C0034074,C2711829
C0034074,C0034065
C0034074,C0042373
C0034074,C0524702
C0034074,C0728936
C0042401,C0597640
C0042401,C0012359
C0042401,C0014563
C0042401,C0039771
C0042401,C0041834
C0042401,C0042373
C0042401,C0042402
C0042401,C0042404
C0042401,C0085096
C0042401,C0542302
C0042401,C0553725
C0042401,C0595862
C0042401,C0600142
C0042401,C0700140
C0042401,C0728936
C0042401,C1142412
C0042401,C1390349
C0042401,C3537065
C0235218,C0012359
C0235218,C0016382
C0235218,C0042373
C0235218,C0553725
C0235218,C0595862
C0235218,C0728936
C0235218,C1145628
C0235524,C0030193
C0235524,C0042373
C0235524,C0235522
C0235524,C0728936
C0277925,C0003834
C0277925,C0042373
C0277925,C0085096
C0277925,C0235490
C0277925,C0239841
C0277925,C0728936
C0524702,C0524702
C0524702,C0034066
C0524702,C0157540
C0524702,C0021308
C0524702,C0034074
C0524702,C0042373
C0524702,C0152171
C0524702,C0375267
C0524702,C0728936
C0524702,C2711829
C0553692,C0007820
C0553692,C0019080
C0553692,C0149854
C0553692,C0240059
C0553692,C0265082
C0553692,C0265083
C0553692,C0265084
C0553692,C0265085
C0553692,C0265086
C0553692,C0265087
C0553692,C0265088
C0553692,C0270191
C0553692,C0006104
C0553692,C0007785
C0553692,C0021870
C0553692,C0038454
C0553692,C0038525
C0553692,C0042373
C0553692,C0155719
C0553692,C0160273
C0553692,C0270082
C0553692,C0392384
C0553692,C0472369
C0553692,C0521540
C0553692,C0542007
C0553692,C0728936
C0553692,C0751893
C0553692,C1318552
C0553692,C2937358
C4316879,C0019080
C4316879,C0042373
C4316879,C0271048
C4316879,C0728936
C4316879,C3263723
C0155633,C0027051
C0155633,C0155664
C0155633,C0155629
C0155634,C0027051
C0155634,C0155665
C0155634,C0155630
C0155628,C0027051
C0155628,C0155632
C0155629,C0027051
C0155629,C0155633
C0155630,C0027051
C0155630,C0155634
C0155645,C0027051
C0155645,C0155664
C0155645,C0155637
C0155645,C0155641
C0155646,C0027051
C0155646,C0155665
C0155646,C0155638
C0155646,C0155642
C0155646,C0155644
C0264700,C0155626
C0264700,C0870074
C0264700,C0155643
C0264700,C3536991
C0870074,C0155643
C0870074,C0264700
C0155636,C0027051
C0155636,C0155644
C0155640,C0027051
C0155640,C0155644
C0155637,C0027051
C0155637,C0155645
C0155641,C0027051
C0155641,C0155645
C0155638,C0027051
C0155638,C0155646
C0155642,C0027051
C0155642,C0155646
C0155649,C0027051
C0155649,C0155664
C0155653,C0027051
C0155653,C0155664
C0155657,C0027051
C0155657,C0155664
C0155661,C0027051
C0155661,C0155664
C0155650,C0027051
C0155650,C0155665
C0155654,C0027051
C0155654,C0155665
C0155658,C0027051
C0155658,C0155665
C0155662,C0027051
C0155662,C0155665
C0278960,C0155668
C0278960,C0027051
C0278960,C2926063
C0278960,C3810814
C0340319,C0027051
C0340319,C0264706
C0021308,C0027540
C0021308,C0034074
C0021308,C0035085
C0021308,C0007785
C0021308,C0011263
C0021308,C0011269
C0021308,C0151731
C0021308,C0264706
C0021308,C0267406
C0021308,C0267407
C0021308,C0267783
C0021308,C0268893
C0021308,C0269266
C0021308,C0333541
C0021308,C0392041
C0021308,C0441597
C0021308,C0524702
C0021308,C1096458
C0865697,C0302375
C0865697,C1260883
C0865698,C0302375
C0865698,C1260883
C0865699,C0302375
C0865699,C1260883
C0877719,C0027051
C0877719,C0302375
C0877768,C0027051
C0877768,C0302376
C2349195,C0340293
C2349195,C2362760
C2362760,C0340293
C2362760,C2349195
C3536746,C0340293
C3542426,C0340305
C3537181,C0542269
C2348362,C0746727
C0302375,C0027051
C0302375,C0865697
C0302375,C0865698
C0302375,C0865699
C0302375,C0877719
C0030193,C0036658
C0030193,C0678900
C0030193,C0679031
C0030193,C1457887
C0030193,C0000737
C0030193,C0002962
C0030193,C0003862
C0030193,C0004604
C0030193,C0007859
C0030193,C0008033
C0030193,C0009193
C0030193,C0015468
C0030193,C0016199
C0030193,C0016512
C0030193,C0018681
C0030193,C0024031
C0030193,C0024902
C0030193,C0026821
C0030193,C0027796
C0030193,C0030794
C0030193,C0034886
C0030193,C0039591
C0030193,C0040460
C0030193,C0149738
C0030193,C0150055
C0030193,C0151825
C0030193,C0152174
C0030193,C0178782
C0030193,C0184567
C0030193,C0221776
C0030193,C0231528
C0030193,C0231749
C0030193,C0232849
C0030193,C0234253
C0030193,C0235048
C0030193,C0235338
C0030193,C0235524
C0030193,C0236000
C0030193,C0236078
C0030193,C0238637
C0030193,C0238656
C0030193,C0239605
C0030193,C0239725
C0030193,C0239739
C0030193,C0239749
C0030193,C0239762
C0030193,C0239771
C0030193,C0239772
C0030193,C0239783
C0030193,C0239828
C0030193,C0240122
C0030193,C0240135
C0030193,C0240141
C0030193,C0240150
C0030193,C0240271
C0030193,C0240311
C0030193,C0240315
C0030193,C0240386
C0030193,C0240515
C0030193,C0240564
C0030193,C0240812
C0030193,C0240940
C0030193,C0240955
C0030193,C0240958
C0030193,C0240989
C0030193,C0241032
C0030193,C0241050
C0030193,C0241057
C0030193,C0241494
C0030193,C0241540
C0030193,C0241727
C0030193,C0242429
C0030193,C0278146
C0030193,C0278148
C0030193,C0281856
C0030193,C0458109
C0030193,C0458257
C0030193,C0458259
C0030193,C0497481
C0030193,C0520962
C0030193,C0541819
C0030193,C0542132
C0030193,C0542135
C0030193,C0549373
C0030193,C0553642
C0030193,C0596240
C0030193,C0699896
C0030193,C0743724
C0030193,C0848220
C0030193,C0850603
C0030193,C0948843
C0030193,C0948844
C0030193,C0995154
C0030193,C0002766
C0030193,C0002768
C0030193,C0002771
C0030193,C0006549
C0030193,C0020429
C0030193,C0023974
C0030193,C0030231
C0030193,C0033095
C0030193,C0037763
C0030193,C0162703
C0030193,C0184566
C0030193,C0221470
C0030193,C0231218
C0030193,C0234222
C0030193,C0234233
C0030193,C0237283
C0030193,C0238754
C0030193,C0240419
C0030193,C0241426
C0030193,C0242936
C0030193,C0344307
C0030193,C0494994
C0030193,C0517880
C0030193,C0541887
C0030193,C0542158
C0030193,C0699030
C0030193,C1549543
C0030193,C1557397
C0030193,C1882272
C0030193,C1962977
C0030193,C2364135
C0030193,C3714605
C0152172,C0002962
C0152172,C0348588
C0152172,C0392685
C0152172,C0002965
C0152172,C0018787
C0206064,C0002962
C0206064,C0002962
C0206064,C0008031
C0206064,C0348588
C0235467,C0002962
C0235467,C0002965
C0235467,C0151744
C0340288,C0002962
C0340288,C0002965
C0340288,C0235462
C0541777,C0002962
C0541777,C0010073
C0577698,C0002962
C0858277,C0002962
C2024883,C0002962
C0008031,C0495666
C0008031,C0008033
C0008031,C0008035
C0008031,C0025064
C0008031,C0029537
C0008031,C0151826
C0008031,C0232285
C0008031,C0232286
C0008031,C0235711
C0008031,C0235712
C0008031,C0235716
C0008031,C0239180
C0008031,C0241243
C0008031,C0262384
C0008031,C0302355
C0008031,C0423634
C0008031,C0423636
C0008031,C0423729
C0008031,C0476281
C0008031,C0541828
C0008031,C0740396
C0008031,C0742339
C0008031,C0857030
C0008031,C0002962
C0008031,C0154833
C0008031,C0206064
C0008031,C0232288
C0008031,C0232292
C0008031,C0235710
C0008031,C0235715
C0008031,C0239008
C0008031,C0438716
C0008031,C0857367
C0008031,C0858529
C0010073,C0002962
C0010073,C0002963
C0010073,C0010054
C0010073,C0010068
C0010073,C0085616
C0010073,C0460140
C0010073,C0541777
C0010073,C1956346
C0235462,C0002962
C0235462,C0340288
C0348588,C0152172
C0348588,C0002962
C0348588,C0002963
C0348588,C0151744
C0348588,C0206064
C0423636,C0008031
C0423636,C0002962
C0423636,C0232286
C0423636,C0238994
C2926611,C0002962
C2926611,C2924342
C0003851,C0003850
C0003851,C0017327
C0003851,C0700134
C0004153,C0003850
C0004155,C0003850
C0004155,C0017327
C0155733,C0003850
C0155733,C0017327
C0155733,C0018824
C0155733,C0428796
C0155734,C0003850
C0155734,C0017327
C0155734,C0035067
C0155734,C0281964
C0155734,C0553718
C0155734,C2745953
C0155735,C0003850
C0155735,C0887866
C0155735,C3495604
C0155735,C0023216
C0155735,C0281944
C0155735,C0446516
C0264930,C0003850
C0281944,C0003850
C0281944,C0085096
C0281944,C0155735
C0518957,C0518957
C0518957,C0003850
C0877854,C0003850
C0877854,C0007820
C0877854,C0002395
C0877854,C0007775
C0877854,C0011263
C0877854,C0011269
C0877854,C0038454
C0877854,C0751007
C0887866,C0003850
C0887866,C0155735
C1112691,C0003850
C1388177,C0003493
C1388177,C0003850
C1388177,C0302467
C1388177,C0003483
C3665365,C0003850
C0003838,C0003834
C0003838,C0034734
C0003838,C0155725
C0003838,C0155726
C0003838,C0155727
C0003838,C1306889
C0003838,C0003486
C0003838,C0003850
C0003838,C0022116
C0003838,C0038449
C0003838,C0264995
C0007775,C0007774
C0007775,C0007820
C0007775,C0003850
C0007775,C0154685
C0007775,C0265098
C0007775,C0877854
C0012161,C0003850
C0012161,C0008395
C0015697,C2936350
C0015697,C0264683
C0015697,C0265117
C0015697,C0003850
C0015697,C0017327
C0015697,C0264956
C0015697,C0332461
C0015697,C1563937
C0017327,C0004155
C0017327,C0155733
C0017327,C0155734
C0017327,C0155749
C0017327,C0003850
C0017327,C0003851
C0017327,C0015697
C0017327,C0020538
C0017327,C0029822
C0017327,C0155764
C0017327,C0553983
C0017327,C0852949
C0149649,C0149649
C0149649,C0013928
C0149649,C0003850
C0149649,C0008377
C0149649,C0242645
C0149649,C0268792
C0149649,C0863130
C0162513,C0003850
C0162513,C0014098
C0162513,C0493661
C0262428,C0034152
C0262428,C0003850
C0262428,C0009326
C0262428,C0020538
C0262428,C0029822
C0262428,C0553983
C0264683,C0010068
C0264683,C0015697
C0264683,C1956346
C0264683,C0003850
C0264683,C0010054
C0264683,C0151744
C0264956,C0003850
C0264956,C0015697
C0264995,C0028778
C0264995,C1096458
C0264995,C0035066
C0264995,C0596118
C0264995,C0003486
C0264995,C0003838
C0264995,C0003850
C0264995,C0022116
C0264995,C0034734
C0264995,C3668945
C0333477,C0003850
C0333482,C0003850
C0596193,C0220781
C0596193,C0596194
C0596193,C0003850
C0596193,C0596843
C0596194,C0597299
C0596194,C0598783
C0596194,C0596193
C0596194,C0003850
C1275966,C0003850
C1275966,C0020538
C1275966,C0029822
C1275966,C0155749
C1275966,C0158570
C1275966,C0553983
C1275966,C1961121
C1412624,C0003850
C1412624,C0949662
C1412624,C1531719
C1534903,C0010054
C1534903,C0010068
C1534903,C1956346
C1534903,C0003850
C0375265,C0010054
C0375265,C0010068
C0375265,C1956346
C0375265,C0185098
C0542060,C0010054
C0542060,C0010068
C0542060,C0151744
C0542060,C1956346
C0596384,C0010054
C0596384,C0010068
C0596384,C1956346
C0856738,C0010054
C0856738,C0010068
C0856738,C1956346
C0856739,C0010054
C0856739,C0010068
C0856739,C1956346
C0856739,C0857530
C0857530,C0010054
C0857530,C0010068
C0857530,C1956346
C0857530,C0856739
C0002997,C0002996
C0002997,C0035060
C0002997,C0190211
C0002997,C0202883
C0002997,C0010054
C0002997,C0010068
C0002997,C0162577
C0002997,C0181315
C0002997,C0336637
C0002997,C1956346
C0010055,C0018821
C0010055,C0027056
C0010055,C0190188
C0010055,C0581603
C0010055,C0021780
C0010055,C0021781
C0010055,C0176589
C0010055,C0176590
C0010055,C0189976
C0010055,C0190224
C0010055,C0190228
C0010055,C0190232
C0010055,C0190236
C0010055,C0190242
C0010055,C0003483
C0010055,C0010054
C0010055,C0010068
C0010055,C0010075
C0010055,C0018787
C0010055,C0032811
C0010055,C0151744
C0010055,C0161761
C0010055,C0161762
C0010055,C0189695
C0010055,C0190211
C0010055,C0587370
C0010055,C0597087
C0010055,C1260596
C0010055,C1956346
C0027056,C0018821
C0027056,C0581603
C0027056,C0010055
C0027056,C0176589
C0027056,C0176590
C0027056,C0189976
C0027056,C0863607
C0027056,C0863620
C0027056,C0863622
C0027056,C3538426
C0027056,C0010054
C0027056,C0010068
C0027056,C0018787
C0027056,C0151744
C0027056,C0190211
C0027056,C0597087
C0027056,C1956346
C0085532,C0003844
C0085532,C0018803
C0085532,C0043299
C0085532,C0679562
C0085532,C0864383
C0085532,C0864385
C0085532,C0864386
C0085532,C1633729
C0085532,C0003842
C0085532,C0010054
C0085532,C0010068
C0085532,C0190257
